genus	hgt_candidate	method	RAAU_cluster	blast_algorithm_type	blast_HGT_score	blast_hgt_taxonomy_level	blast_acceptor_lineage_at_hgt_taxonomy_level	blast_acceptor_lca_level	blast_acceptor_best_nonself_match_id	blast_acceptor_max_pident	blast_acceptor_max_bitscore	blast_acceptor_min_evalue	blast_acceptor_num_matches_at_lineage	blast_donor_num_matches_at_lineage	blast_total_num_matches	blast_donor_lineage_at_hgt_taxonomy_level	blast_donor_best_match_full_lineage	blast_donor_best_match_id	blast_donor_best_match_pident	blast_donor_max_bitscore	blast_donor_min_evalue	blast_alien_index	blast_hgt_index	blast_donor_distribution_index	blast_entropy	blast_entropy_normalized	blast_gini	blast_acceptor_sum_bitscore_per_group_01	blast_donor_sum_bitscore_per_group_01	blast_ahs_01_index	blast_transfer_index	blast_transfer_index_p_value	blast_transfer_index_adjusted_p_value	kofamscan_ko	kofamscan_threshold	kofamscan_score	kofamscan_evalue	kofamscan_ko_definition	hmmscan_domain_name	hmmscan_description	hmmscan_sequence_evalue	hmmscan_sequence_score	hmmscan_sequence_bias	hmmscan_best_domain_evalue	hmmscan_best_domain_score	pangenome_num_genes_in_cluster	pangenome_size	gff_seqid	gff_source	gff_feature	gff_start	gff_end	gff_score	gff_strand	gff_frame	gff_attribute	gff_seqid_length	gff_Dbxref	gff_end_range	gff_gbkey	gff_go_component	gff_go_function	gff_go_process	gff_ID	gff_locus_tag	gff_Name	gff_Note	gff_Ontology_term	gff_orig_transcript_id	gff_Parent	gff_partial	gff_product	gff_protein_id	gff_start_range	gff_frame_tally	gff_gene	gff_pseudo	gff_orig_protein_id	gff_transl_table	gff_exception
Amanita	JNHV02001152.1_cds_KAF8699392.1_11279_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	KAG5462303.1	95.7	231	1.16e-61	6	83	99	Metazoa	Eukaryota;Metazoa;Rotifera;Eurotatoria;Adinetida;Adinetidae;Adineta;Adineta steineri	CAF1000974.1	95.7	231	1.12e-61	0.03509131981127211	0	0.9759036144578314	0.9461440159773704	0.3370232985303867	0.24098124098124096	5.87012987012987	80.8008658008658	74.93073593073592	NA	NA	NA	K05692	901.6	226.7	5.999999999999999e-68	actin beta/gamma 1	VOG06751	REFSEQ hypothetical protein	0.25	12.4	0	0.34	11.9	1	6	JNHV02001152.1	Genbank	CDS	445	529	.	-	0	ID=cds-KAF8699392.1;Parent=rna-gnl|WGS:JNHV|AbrmRNA.996.1;Dbxref=NCBI_GP:KAF8699392.1;Name=KAF8699392.1;gbkey=CDS;locus_tag=AX14_000994;orig_transcript_id=gnl|WGS:JNHV|AbrmRNA.996.1;partial=true;product=hypothetical protein;protein_id=KAF8699392.1	7818	NCBI_GP:KAF8699392.1	NA	CDS	NA	NA	NA	cds-KAF8699392.1	AX14_000994	KAF8699392.1	NA	NA	gnl|WGS:JNHV|AbrmRNA.996.1	rna-gnl|WGS:JNHV|AbrmRNA.996.1	TRUE	hypothetical protein	KAF8699392.1	NA	4	NA	NA	NA	NA	NA
Amanita	JNHV02001267.1_cds_KAF8696558.1_11648_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	genus	KAG8945334.1	41.8	64.3	5.22e-12	2	8	10	Bacteria	Bacteria;Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes subtropicus	WP_030443364.1	31.1	102	1.49e-23	26.58215730487168	45.33974744437763	1	0.7219280948873623	0.25715597597408063	0.20000000000000007	1.2598039215686274	7.0284313725490195	5.768627450980392	NA	NA	NA	K17831	752.27	38.1	7.4e-11	L-lysine 6-oxidase [EC:1.4.3.20]	Heterocycloanthracin_C_RRE	RRE-containing C protein in a heterocycloanthracin LAP cluster	0.13	13.1	0	4.3	8.2	1	6	JNHV02001267.1	Genbank	CDS	5182	5365	.	+	0	ID=cds-KAF8696558.1;Parent=rna-gnl|WGS:JNHV|AbrmRNA.1521.1;Dbxref=NCBI_GP:KAF8696558.1;Name=KAF8696558.1;gbkey=CDS;locus_tag=AX14_001519;orig_transcript_id=gnl|WGS:JNHV|AbrmRNA.1521.1;product=hypothetical protein;protein_id=KAF8696558.1	7248	NCBI_GP:KAF8696558.1	NA	CDS	NA	NA	NA	cds-KAF8696558.1	AX14_001519	KAF8696558.1	NA	NA	gnl|WGS:JNHV|AbrmRNA.1521.1	rna-gnl|WGS:JNHV|AbrmRNA.1521.1	NA	hypothetical protein	KAF8696558.1	NA	6	NA	NA	NA	NA	NA
Amanita	JNHV02002030.1_cds_KAF8682063.1_13363_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	KAG6825360.1	76.7	56.6	3.26e-9	80	19	99	Bacteria	Bacteria;Bacteria;Pseudomonadota;Alphaproteobacteria;unclassified Alphaproteobacteria order;unclassified Alphaproteobacteria family;unclassified Alphaproteobacteria genus;Alphaproteobacteria bacterium	MBU2583557.1	66.7	59.9	5.52e-10	1.7759344280836586	5.665236051502141	1	0.7054690408228711	0.2512931426233094	0.1976911976911977	61.79632721202003	15.36060100166945	-46.43572621035058	NA	NA	NA	K03361	551.63	284.9	1.7e-85	F-box and WD-40 domain protein CDC4	VOG33050	REFSEQ hypothetical protein	3.7e-47	162.3	14.8	2.2e-14	54.3	1	6	JNHV02002030.1	Genbank	CDS	288	1247	.	-	0	ID=cds-KAF8682063.1;Parent=rna-gnl|WGS:JNHV|AbrmRNA.4441.1;Dbxref=NCBI_GP:KAF8682063.1;Name=KAF8682063.1;gbkey=CDS;locus_tag=AX14_004428;orig_transcript_id=gnl|WGS:JNHV|AbrmRNA.4441.1;product=hypothetical protein;protein_id=KAF8682063.1	4329	NCBI_GP:KAF8682063.1	NA	CDS	NA	NA	NA	cds-KAF8682063.1	AX14_004428	KAF8682063.1	NA	NA	gnl|WGS:JNHV|AbrmRNA.4441.1	rna-gnl|WGS:JNHV|AbrmRNA.4441.1	NA	hypothetical protein	KAF8682063.1	NA	1	NA	NA	NA	NA	NA
Amanita	JNHW02000064.1_cds_KAF8626936.1_6700_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	order	KJA19857.1	37.9	156	2.24e-39	2	1	7	Metazoa	Eukaryota;Metazoa;Rotifera;Eurotatoria;unclassified Eurotatoria order;unclassified Eurotatoria family;Rotaria;Rotaria magnacalcarata	CAF1524530.1	42.2	164	1.1599999999999999e-41	5.2632260467367615	5	0.95	1.3787834934861751	0.49113258984568253	0.30612244897959173	1.8780487804878048	1	-0.8780487804878048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	JNHW02000064.1	Genbank	CDS	29324	29613	.	-	0	ID=cds-KAF8626936.1;Parent=rna-gnl|WGS:JNHW|AinmRNA.6439.1;Dbxref=NCBI_GP:KAF8626936.1;Name=KAF8626936.1;gbkey=CDS;locus_tag=AX17_006436;orig_transcript_id=gnl|WGS:JNHW|AinmRNA.6439.1;product=hypothetical protein;protein_id=KAF8626936.1	69067	NCBI_GP:KAF8626936.1	NA	CDS	NA	NA	NA	cds-KAF8626936.1	AX17_006436	KAF8626936.1	NA	NA	gnl|WGS:JNHW|AinmRNA.6439.1	rna-gnl|WGS:JNHW|AinmRNA.6439.1	NA	hypothetical protein	KAF8626936.1	NA	2	NA	NA	NA	NA	NA
Amanita	JNHY02000047.1_cds_KAF8625299.1_7106_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	KAF5982635.1	34.5	47.9	4.02e-7	5	4	15	Bacteria	Bacteria;Bacteria;Lentisphaerota;Lentisphaeria;unclassified Lentisphaeria order;unclassified Lentisphaeria family;unclassified Lentisphaeria genus;Lentisphaeria bacterium	MCK5803959.1	30.7	50.3	3.5e-7	0.13851893413556304	4.887983706720975	0.7	2.0662478973127314	0.7360123513696335	0.5047619047619047	4.119284294234593	3.4095427435387675	-0.7097415506958251	NA	NA	NA	K15502	1568.83	355.6	6.199999999999999e-107	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	VOG00004	sp|Q5UPJ9|YL122_MIMIV Putative ankyrin repeat protein L122	6.799999999999999e-110	370	6.7	2.8e-38	133	1	6	JNHY02000047.1	Genbank	CDS	44263	45607	.	-	0	ID=cds-KAF8625299.1;Parent=rna-gnl|WGS:JNHY|ApomRNA.5436.1;Dbxref=NCBI_GP:KAF8625299.1;Name=KAF8625299.1;gbkey=CDS;locus_tag=AX15_005433;orig_transcript_id=gnl|WGS:JNHY|ApomRNA.5436.1;product=hypothetical protein;protein_id=KAF8625299.1	82120	NCBI_GP:KAF8625299.1	NA	CDS	NA	NA	NA	cds-KAF8625299.1	AX15_005433	KAF8625299.1	NA	NA	gnl|WGS:JNHY|ApomRNA.5436.1	rna-gnl|WGS:JNHY|ApomRNA.5436.1	NA	hypothetical protein	KAF8625299.1	NA	2	NA	NA	NA	NA	NA
Amanita	JNHY02000254.1_cds_KAF8629539.1_4409_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	species	KIY65101.1	34.9	42.8	7.86e-5	1	4	5	Metazoa	Eukaryota;Metazoa;Rotifera;Eurotatoria;Philodinida;Philodinidae;Didymodactylos;Didymodactylos carnosus	CAF4522281.1	62.9	48.3	5.08e-7	5.0416455308388155	12.074643249176727	1	0.7219280948873623	0.25715597597408063	0.20000000000000007	0.8861283643892339	3.865424430641822	2.979296066252588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	JNHY02000254.1	Genbank	CDS	1465	1773	.	-	0	ID=cds-KAF8629539.1;Parent=rna-gnl|WGS:JNHY|ApomRNA.3405.1;Dbxref=NCBI_GP:KAF8629539.1;Name=KAF8629539.1;gbkey=CDS;locus_tag=AX15_003405;orig_transcript_id=gnl|WGS:JNHY|ApomRNA.3405.1;product=hypothetical protein;protein_id=KAF8629539.1	18721	NCBI_GP:KAF8629539.1	NA	CDS	NA	NA	NA	cds-KAF8629539.1	AX15_003405	KAF8629539.1	NA	NA	gnl|WGS:JNHY|ApomRNA.3405.1	rna-gnl|WGS:JNHY|ApomRNA.3405.1	NA	hypothetical protein	KAF8629539.1	NA	1	NA	NA	NA	NA	NA
Amanita	JNHY02000269.1_cds_KAF8629286.1_4583_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	KAG8752004.1	29.1	54.8	2.69e-9	12	18	47	Bacteria	Bacteria;Bacteria;Bacteroidota;unclassified Bacteroidota class;unclassified Bacteroidota order;unclassified Bacteroidota family;unclassified Bacteroidota genus;unclassified Bacteroidota species	MBN2275502.1	27.6	57.6	3.9e-10	1.9311497334721928	4.982206405693958	0.8111111111111111	1.7954067459596954	0.6395367866930705	0.4224924012158056	9.00173611111111	13.496527777777777	4.494791666666666	NA	NA	NA	K04536	703.57	161.1	5e-48	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	VOG33050	REFSEQ hypothetical protein	1.6000000000000001e-28	100.9	7.6	4.2e-17	63.3	1	6	JNHY02000269.1	Genbank	CDS	15247	16204	.	+	0	ID=cds-KAF8629286.1;Parent=rna-gnl|WGS:JNHY|ApomRNA.3533.1;Dbxref=NCBI_GP:KAF8629286.1;Name=KAF8629286.1;gbkey=CDS;locus_tag=AX15_003533;orig_transcript_id=gnl|WGS:JNHY|ApomRNA.3533.1;product=hypothetical protein;protein_id=KAF8629286.1	17252	NCBI_GP:KAF8629286.1	NA	CDS	NA	NA	NA	cds-KAF8629286.1	AX15_003533	KAF8629286.1	NA	NA	gnl|WGS:JNHY|ApomRNA.3533.1	rna-gnl|WGS:JNHY|ApomRNA.3533.1	NA	hypothetical protein	KAF8629286.1	NA	2	NA	NA	NA	NA	NA
Amanita	JNHY02000423.1_cds_KAF8625760.1_6819_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	THG96717.1	44.9	204	4.5099999999999996e-54	17	21	67	Metazoa	Eukaryota;Metazoa;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gonioctena;Gonioctena quinquepunctata	KAG5900555.1	47.5	212	3.0099999999999995e-56	5.009527260741891	3.8461538461538463	0.7238095238095238	2.0595793854572073	0.7336369795193808	0.5053304904051173	11.481603773584906	11.956603773584906	0.4749999999999997	NA	NA	NA	K13496	738.63	63.9	1.2e-18	UDP-glucosyltransferase 73C [EC:2.4.1.-]	VOG22455	REFSEQ hypothetical protein	0.045	14.6	2	9.6	7.2	1	6	JNHY02000423.1	Genbank	CDS	23	751	.	-	0	ID=cds-KAF8625760.1;Parent=rna-gnl|WGS:JNHY|ApomRNA.5214.1;Dbxref=NCBI_GP:KAF8625760.1;Name=KAF8625760.1;gbkey=CDS;locus_tag=AX15_005213;orig_transcript_id=gnl|WGS:JNHY|ApomRNA.5214.1;product=hypothetical protein;protein_id=KAF8625760.1	8212	NCBI_GP:KAF8625760.1	NA	CDS	NA	NA	NA	cds-KAF8625760.1	AX15_005213	KAF8625760.1	NA	NA	gnl|WGS:JNHY|ApomRNA.5214.1	rna-gnl|WGS:JNHY|ApomRNA.5214.1	NA	hypothetical protein	KAF8625760.1	NA	1	NA	NA	NA	NA	NA
Amanita	KN818235.1_cds_KIL66625.1_5241_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	species	CDO93033.1	28.4	70	3.22e-13	1	4	5	Bacteria	Bacteria;Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Moorella;Moorella sp. SLA38	WP_258360481.1	32.1	89.2	5.67e-19	13.24970279978093	24.120603015075385	1	0.7219280948873623	0.25715597597408063	0.20000000000000007	0.7847533632286995	2.820627802690583	2.0358744394618835	NA	NA	NA	K15634	196.53	151.8	3.8e-45	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	VOG01819	REFSEQ hypothetical protein	6.2e-10	39.7	0	9e-10	39.2	1	6	KN818235.1	Genbank	CDS	195401	195589	.	+	0	ID=cds-KIL66625.1;Parent=rna-gnl|WGS:JMDV|M378DRAFT_mRNA160633;Dbxref=InterPro:IPR013078,JGIDB:Amamu1_160633,NCBI_GP:KIL66625.1;Name=KIL66625.1;gbkey=CDS;locus_tag=M378DRAFT_160633;orig_transcript_id=gnl|WGS:JMDV|M378DRAFT_mRNA160633;product=hypothetical protein;protein_id=KIL66625.1	372468	InterPro:IPR013078,JGIDB:Amamu1_160633,NCBI_GP:KIL66625.1	NA	CDS	NA	NA	NA	cds-KIL66625.1	M378DRAFT_160633	KIL66625.1	NA	NA	gnl|WGS:JMDV|M378DRAFT_mRNA160633	rna-gnl|WGS:JMDV|M378DRAFT_mRNA160633	NA	hypothetical protein	KIL66625.1	NA	3	NA	NA	NA	NA	NA
Amanita	KN818280.1_cds_KIL61720.1_10088_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	species	CAG8645776.1	65.4	64.8	1.33e-11	1	7	9	Metazoa	Eukaryota;Metazoa;Chordata;unclassified Chordata class;Testudines;Emydidae;unclassified Emydidae genus;unclassified Emydidae species	XP_053892390.1	64.4	124	1.8000000000000002e-29	41.143923951224366	62.711864406779654	0.9714285714285716	0.9864267287308424	0.35137229032938144	0.23809523809523803	0.5225806451612903	5.441935483870967	4.919354838709677	NA	NA	NA	K11254	49.1	139.7	1.1999999999999999e-41	histone H4	VOG23925	REFSEQ head morphogenesis	0.13	13.1	0.6	0.47	11.3	1	6	KN818280.1	Genbank	CDS	24947	24973	.	+	0	ID=cds-KIL61720.1;Parent=rna-gnl|WGS:JMDV|M378DRAFT_mRNA818711;Dbxref=JGIDB:Amamu1_818711,NCBI_GP:KIL61720.1;Name=KIL61720.1;gbkey=CDS;locus_tag=M378DRAFT_818711;orig_transcript_id=gnl|WGS:JMDV|M378DRAFT_mRNA818711;product=hypothetical protein;protein_id=KIL61720.1	169371	JGIDB:Amamu1_818711,NCBI_GP:KIL61720.1	NA	CDS	NA	NA	NA	cds-KIL61720.1	M378DRAFT_818711	KIL61720.1	NA	NA	gnl|WGS:JMDV|M378DRAFT_mRNA818711	rna-gnl|WGS:JMDV|M378DRAFT_mRNA818711	NA	hypothetical protein	KIL61720.1	NA	3	NA	NA	NA	NA	NA
Amanita	KN818280.1_cds_KIL61720.1_10088_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	species	CAG8645776.1	65.4	64.8	1.33e-11	1	1	9	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;Synurophyceae;Ochromonadales;Ochromonadaceae;unclassified Ochromonadaceae genus;Ochromonadaceae sp. CCMP2298	KAJ1384180.1	54.8	76.7	8.12e-15	7.40118916003626	16.81978798586573	0.9714285714285716	0.9864267287308424	0.35137229032938144	0.23809523809523803	0.5225806451612903	0.6185483870967742	0.09596774193548384	NA	NA	NA	K11254	49.1	139.7	1.1999999999999999e-41	histone H4	VOG23925	REFSEQ head morphogenesis	0.13	13.1	0.6	0.47	11.3	1	6	KN818280.1	Genbank	CDS	24947	24973	.	+	0	ID=cds-KIL61720.1;Parent=rna-gnl|WGS:JMDV|M378DRAFT_mRNA818711;Dbxref=JGIDB:Amamu1_818711,NCBI_GP:KIL61720.1;Name=KIL61720.1;gbkey=CDS;locus_tag=M378DRAFT_818711;orig_transcript_id=gnl|WGS:JMDV|M378DRAFT_mRNA818711;product=hypothetical protein;protein_id=KIL61720.1	169371	JGIDB:Amamu1_818711,NCBI_GP:KIL61720.1	NA	CDS	NA	NA	NA	cds-KIL61720.1	M378DRAFT_818711	KIL61720.1	NA	NA	gnl|WGS:JMDV|M378DRAFT_mRNA818711	rna-gnl|WGS:JMDV|M378DRAFT_mRNA818711	NA	hypothetical protein	KIL61720.1	NA	3	NA	NA	NA	NA	NA
Amanita	KN818419.1_cds_KIL56489.1_15362_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	KAF7373572.1	40	64	3.58e-12	23	34	78	Metazoa	Eukaryota;Metazoa;Arthropoda;Insecta;Coleoptera;Coccinellidae;Coccinella;Coccinella septempunctata	XP_044754545.1	39.8	66.9	2.14e-12	0.5145569713788483	4.4308632543926745	0.8764705882352942	1.7821019958463242	0.6347975390800114	0.3992673992673994	15.810164424514198	25.805680119581464	9.995515695067263	NA	NA	NA	K08286	383.3	71.7	5.7e-21	protein-serine/threonine kinase [EC:2.7.11.-]	Pkinase	Protein kinase domain	4.6e-21	76.4	0	5e-21	76.3	1	6	KN818419.1	Genbank	CDS	22899	23153	.	-	0	ID=cds-KIL56489.1;Parent=rna-gnl|WGS:JMDV|M378DRAFT_mRNA44066;Dbxref=InterPro:IPR017442,JGIDB:Amamu1_44066,NCBI_GP:KIL56489.1;Name=KIL56489.1;Ontology_term=GO:4672%3B ATP binding ,GO:6468;end_range=23153,.;gbkey=CDS;go_function=protein kinase activity |4672%3B ATP binding |5524|;go_process=protein amino acid phosphorylation |6468||;locus_tag=M378DRAFT_44066;orig_transcript_id=gnl|WGS:JMDV|M378DRAFT_mRNA44066;partial=true;product=hypothetical protein;protein_id=KIL56489.1;start_range=.,22899	61735	InterPro:IPR017442,JGIDB:Amamu1_44066,NCBI_GP:KIL56489.1	23153	CDS	NA	protein kinase activity |4672%3B ATP binding |5524|	protein amino acid phosphorylation |6468||	cds-KIL56489.1	M378DRAFT_44066	KIL56489.1	NA	GO:4672%3B ATP binding ,GO:6468	gnl|WGS:JMDV|M378DRAFT_mRNA44066	rna-gnl|WGS:JMDV|M378DRAFT_mRNA44066	TRUE	hypothetical protein	KIL56489.1	0.22899000000000003	1	NA	NA	NA	NA	NA
Amanita	KZ301973.1_cds_PFH53650.1_1471_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	order	CAG8817162.1	28.1	45.1	8.87e-6	2	93	99	Bacteria	Bacteria;Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Gemmata;unclassified Gemmata species	WP_162669438.1	29.9	57.2	1.33e-9	8.805251133069964	23.655913978494624	0.9913978494623656	0.38550036318014574	0.13731799999752067	0.16594516594516584	1.4283387622149837	70.38762214983714	68.95928338762216	NA	NA	NA	K17535	423.97	95	5.300000000000001e-28	serine/threonine-protein kinase TNNI3K [EC:2.7.11.1]	Pkinase	Protein kinase domain	4.6e-26	92.8	0	6e-26	92.4	1	6	KZ301973.1	Genbank	CDS	564200	564226	.	+	0	ID=cds-PFH53650.1;Parent=rna-gnl|WGS:JDWF|AMATHDRAFT_mRNA1286;Dbxref=InterPro:IPR017442,JGIDB:Amath1_1286,NCBI_GP:PFH53650.1;Name=PFH53650.1;Ontology_term=GO:4672%3B ATP binding ,GO:6468;gbkey=CDS;go_function=protein kinase activity |4672%3B ATP binding |5524|;go_process=protein amino acid phosphorylation |6468||;locus_tag=AMATHDRAFT_1286;orig_transcript_id=gnl|WGS:JDWF|AMATHDRAFT_mRNA1286;product=hypothetical protein;protein_id=PFH53650.1	569934	InterPro:IPR017442,JGIDB:Amath1_1286,NCBI_GP:PFH53650.1	NA	CDS	NA	protein kinase activity |4672%3B ATP binding |5524|	protein amino acid phosphorylation |6468||	cds-PFH53650.1	AMATHDRAFT_1286	PFH53650.1	NA	GO:4672%3B ATP binding ,GO:6468	gnl|WGS:JDWF|AMATHDRAFT_mRNA1286	rna-gnl|WGS:JDWF|AMATHDRAFT_mRNA1286	NA	hypothetical protein	PFH53650.1	NA	6	NA	NA	NA	NA	NA
Amanita	KZ301973.1_cds_PFH53650.1_1471_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	order	CAG8817162.1	28.1	45.1	8.87e-6	2	4	99	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;unclassified Symbiodinium species	CAE7264625.1	28.3	61.4	9.57e-11	11.436967055826852	30.61032863849765	0.9913978494623656	0.38550036318014574	0.13731799999752067	0.16594516594516584	1.4283387622149837	3.5912052117263844	2.1628664495114007	NA	NA	NA	K17535	423.97	95	5.300000000000001e-28	serine/threonine-protein kinase TNNI3K [EC:2.7.11.1]	Pkinase	Protein kinase domain	4.6e-26	92.8	0	6e-26	92.4	1	6	KZ301973.1	Genbank	CDS	564200	564226	.	+	0	ID=cds-PFH53650.1;Parent=rna-gnl|WGS:JDWF|AMATHDRAFT_mRNA1286;Dbxref=InterPro:IPR017442,JGIDB:Amath1_1286,NCBI_GP:PFH53650.1;Name=PFH53650.1;Ontology_term=GO:4672%3B ATP binding ,GO:6468;gbkey=CDS;go_function=protein kinase activity |4672%3B ATP binding |5524|;go_process=protein amino acid phosphorylation |6468||;locus_tag=AMATHDRAFT_1286;orig_transcript_id=gnl|WGS:JDWF|AMATHDRAFT_mRNA1286;product=hypothetical protein;protein_id=PFH53650.1	569934	InterPro:IPR017442,JGIDB:Amath1_1286,NCBI_GP:PFH53650.1	NA	CDS	NA	protein kinase activity |4672%3B ATP binding |5524|	protein amino acid phosphorylation |6468||	cds-PFH53650.1	AMATHDRAFT_1286	PFH53650.1	NA	GO:4672%3B ATP binding ,GO:6468	gnl|WGS:JDWF|AMATHDRAFT_mRNA1286	rna-gnl|WGS:JDWF|AMATHDRAFT_mRNA1286	NA	hypothetical protein	PFH53650.1	NA	6	NA	NA	NA	NA	NA
Amanita	KZ301985.1_cds_PFH51701.1_3168_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	order	XP_051407810.1	66.9	180	1.05e-46	2	5	7	Metazoa	Eukaryota;Metazoa;Rotifera;Eurotatoria;Adinetida;Adinetidae;Adineta;Adineta steineri	CAF1340689.1	59.5	181	4.1799999999999997e-47	0.9210640106268072	0.554016620498615	1	0.863120568566631	0.30744974986419643	0.2244897959183673	1.861878453038674	4.861878453038674	3	NA	NA	NA	K13065	346.2	41.6	7.7e-12	shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133]	NA	NA	NA	NA	NA	NA	NA	1	6	KZ301985.1	Genbank	CDS	107868	108320	.	+	0	ID=cds-PFH51701.1;Parent=rna-gnl|WGS:JDWF|AMATHDRAFT_mRNA142019;Dbxref=JGIDB:Amath1_142019,NCBI_GP:PFH51701.1;Name=PFH51701.1;gbkey=CDS;locus_tag=AMATHDRAFT_142019;orig_transcript_id=gnl|WGS:JDWF|AMATHDRAFT_mRNA142019;product=hypothetical protein;protein_id=PFH51701.1	258893	JGIDB:Amath1_142019,NCBI_GP:PFH51701.1	NA	CDS	NA	NA	NA	cds-PFH51701.1	AMATHDRAFT_142019	PFH51701.1	NA	NA	gnl|WGS:JDWF|AMATHDRAFT_mRNA142019	rna-gnl|WGS:JDWF|AMATHDRAFT_mRNA142019	NA	hypothetical protein	PFH51701.1	NA	1	NA	NA	NA	NA	NA
Amanita	KZ302104.1_cds_PFH47555.1_7312_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	KAI4602872.1	36.8	76.4	5.88e-15	11	81	98	Metazoa	Eukaryota;Metazoa;Cnidaria;Myxozoa;Bivalvulida;Myxobolidae;Thelohanellus;Thelohanellus kitauei	KII62065.1	41.8	92.5	8.35e-20	11.162220688017996	19.064535227945523	0.9851851851851852	0.8842853743329135	0.31498880579189154	0.2157434402332361	7.587027027027028	58.25621621621622	50.66918918918919	NA	NA	NA	K13448	144.23	145.6	2.7e-43	calcium-binding protein CML	VOG07827	REFSEQ hypothetical protein	2.8e-13	51.6	0.8	1e-7	33.6	1	6	KZ302104.1	Genbank	CDS	3730	4219	.	-	0	ID=cds-PFH47555.1;Parent=rna-gnl|WGS:JDWF|AMATHDRAFT_mRNA67515;Dbxref=InterPro:IPR002048,JGIDB:Amath1_67515,NCBI_GP:PFH47555.1;Name=PFH47555.1;Ontology_term=GO:5509;gbkey=CDS;go_function=calcium ion binding |5509||;locus_tag=AMATHDRAFT_67515;orig_transcript_id=gnl|WGS:JDWF|AMATHDRAFT_mRNA67515;product=hypothetical protein;protein_id=PFH47555.1	54397	InterPro:IPR002048,JGIDB:Amath1_67515,NCBI_GP:PFH47555.1	NA	CDS	NA	calcium ion binding |5509||	NA	cds-PFH47555.1	AMATHDRAFT_67515	PFH47555.1	NA	GO:5509	gnl|WGS:JDWF|AMATHDRAFT_mRNA67515	rna-gnl|WGS:JDWF|AMATHDRAFT_mRNA67515	NA	hypothetical protein	PFH47555.1	NA	4	NA	NA	NA	NA	NA
